loan_id,transaction_name,esma_transaction_identifier,reporting_date,closing_date,originator_name,servicer_name,currency,country,origination_year,maturity_date_proxy,original_balance,current_balance,repayment_type,interest_only_flag,current_interest_rate_pct,rate_type,remaining_interest_fixed_period_months,fixed_interest_period_end_in_months,seasoning_months,remaining_term_months,legal_maturity_months,loan_part_count,debtor_count,property_type,province,economic_region_nuts3,construction_year,occupancy,property_usage,employment_status,self_employed_flag,borrower_type,loan_purpose,buy_to_let_flag,nhg_flag,guarantee_type,oltomv_original,cltomv_current,cltimv_current,original_market_value_at_origination,current_original_market_value,indexed_market_value,property_valuation_type,loan_to_income,payment_due_to_income_pct,borrower_annual_income,scheduled_monthly_payment,arrears_bucket,arrears_amount,days_past_due,default_crr_flag,performing_status,foreclosure_flag,forbearance_flag,restructuring_flag,epc_label,epc_issue_year,primary_energy_demand_kwh_m2,construction_deposit_flag,construction_deposit_pct,construction_deposit_amount,interest_payment_frequency,principal_payment_frequency,balance_bucket,cltomv_current_bucket,cltimv_current_bucket,oltomv_original_bucket,loan_to_income_bucket,payment_due_to_income_pct_bucket,construction_year_bucket
GL2026_002959,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2045-01-28,207670.35,188734.65,Annuity,N,1.61,Fixed,135,135,70,229,299,1,2,House,Flevoland,NL230,1952,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,Y,NHG,106.00,99.19,83.68,195915.42,190275.88,225543.32,Indexed/Origination Proxy,4.64,20.13,40675.57,682.33,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2023,64,Y,0.09,168.13,Monthly,Monthly,200k-250k,90-100,80-90,60-70,4.5-5.0,20-25,1950-1960
GL2026_002960,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2050-05-28,201166.16,193743.98,Annuity,N,4.28,Fixed,72,72,15,293,308,1,1,Apartment,Noord-Holland,NL327,2011,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,99.93,94.22,34.92,201307.07,205629.36,554822.39,Indexed/Origination Proxy,3.14,24.78,61701.90,1274.14,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2024,119,N,0.00,0.00,Monthly,Monthly,200k-250k,90-100,30-40,90-100,3.0-3.5,20-25,2010-2015
GL2026_002961,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2049-05-28,46471.13,43021.31,Annuity,N,4.46,Fixed,32,32,25,281,306,3,2,House,Noord-Holland,NL327,2024,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,89.28,39.57,28.22,52051.00,108722.04,152449.72,Indexed/Origination Proxy,4.43,23.23,9711.36,188.00,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,99,N,0.00,0.00,Monthly,Monthly,50k-75k,30-40,20-30,80-90,4.0-4.5,20-25,2024-2025
GL2026_002962,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2046-02-28,244271.67,233463.58,InterestOnly,Y,3.49,Fixed,42,42,39,242,281,1,1,Apartment,Gelderland,NL225,2023,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,81.14,71.84,66.62,301049.63,324977.14,350440.68,Indexed/Origination Proxy,1.84,19.23,126882.38,2033.29,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2026,67,N,0.00,0.00,Monthly,Monthly,300k-350k,70-80,60-70,80-90,1.5-2.0,15-20,2023-2024
GL2026_002963,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2016,2049-10-28,232858.05,231435.26,InterestOnly,Y,3.76,Fixed,97,97,119,286,360,2,2,Apartment,Noord-Holland,NL327,2013,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,99.30,18.01,219677.41,233066.73,1285037.53,Indexed/Origination Proxy,3.46,24.87,66888.80,1386.27,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2024,21,N,0.00,0.00,Monthly,Monthly,250k-300k,90-100,10-20,30-40,3.0-3.5,20-25,2010-2015
GL2026_002964,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2046-08-28,391149.16,358304.30,Annuity,N,3.84,Fixed,85,85,22,248,270,2,2,Apartment,Zuid-Holland,NL362,2024,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,60.80,59.22,44.15,643337.43,605039.34,811561.27,Indexed/Origination Proxy,4.33,10.65,82749.26,734.40,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2023,18,N,0.00,0.00,Monthly,Monthly,450k-500k,40-50,50-60,50-60,4.0-4.5,10-15,2024-2025
GL2026_002965,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2019,2041-09-28,417757.87,365591.00,Annuity,N,2.72,Fixed,55,55,81,189,270,1,2,Apartment,Flevoland,NL230,1997,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,85.48,78.81,35.08,488720.02,463889.10,1042163.63,Indexed/Origination Proxy,3.96,29.67,92320.96,2282.64,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2022,9,N,0.00,0.00,Monthly,Monthly,450k-500k,30-40,70-80,80-90,3.5-4.0,25-30,1990-2000
GL2026_002966,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2048-11-28,386080.62,378203.51,Annuity,N,4.32,Fixed,27,27,33,275,308,3,2,House,Noord-Holland,NL327,2023,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,86.98,60.50,10.27,443872.87,625129.77,3682604.77,Indexed/Origination Proxy,1.31,12.74,288704.97,3065.08,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2022,59,N,0.00,0.00,Monthly,Monthly,450k-500k,60-70,10-20,80-90,1.0-1.5,10-15,2023-2024
GL2026_002967,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2047-02-28,156770.17,151754.78,Annuity,N,2.72,Fixed,207,207,132,254,360,2,2,House,Zuid-Holland,NL364,2000,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,65.49,62.07,31.43,239380.32,244489.74,482834.17,Indexed/Origination Proxy,4.12,15.36,36833.68,471.47,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2021,103,N,0.00,0.00,Monthly,Monthly,150k-200k,30-40,60-70,60-70,4.0-4.5,15-20,2000-2005
GL2026_002968,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2048-07-28,302518.02,260292.98,Annuity,N,2.60,Fixed,78,78,52,271,323,3,1,House,Gelderland,NL221,1997,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,88.55,70.45,31.88,341635.26,369471.94,816477.35,Indexed/Origination Proxy,2.72,17.29,95695.95,1378.82,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,100,N,0.00,0.00,Monthly,Monthly,300k-350k,30-40,70-80,30-40,2.5-3.0,15-20,1990-2000
GL2026_002969,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2050-07-28,302907.12,267518.56,Annuity,N,4.16,Fixed,55,55,17,295,312,2,2,Apartment,Noord-Holland,NL32B,2007,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,79.38,68.65,40.41,381591.23,389684.72,662010.79,Indexed/Origination Proxy,4.04,13.70,66217.47,755.98,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,144,N,0.00,0.00,Monthly,Monthly,300k-350k,40-50,60-70,70-80,4.0-4.5,10-15,2005-2010
GL2026_002970,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2050-08-28,364944.46,328267.62,Annuity,N,2.82,Fixed,102,102,34,296,330,3,2,House,Noord-Brabant,NL411,2007,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,94.47,15.46,344287.23,347483.46,2123335.19,Indexed/Origination Proxy,0.23,10.06,1427250.52,11965.12,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2025,7,N,0.00,0.00,Monthly,Monthly,400k-450k,10-20,90-100,20-30,<0.5,10-15,2005-2010
GL2026_002971,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2046-06-28,379166.94,352517.30,InterestOnly,Y,1.64,Fixed,96,96,66,246,312,3,1,House,Zuid-Holland,NL366,1998,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,80.79,64.22,38.51,469324.10,548921.36,915391.59,Indexed/Origination Proxy,2.84,5.30,124125.81,548.22,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,12,N,0.00,0.00,Monthly,Monthly,450k-500k,50-60,30-40,70-80,2.5-3.0,5-10,1990-2000
GL2026_002972,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2047-01-28,438401.74,383539.63,Linear,N,4.01,Fixed,44,44,16,253,269,2,1,House,Noord-Holland,NL325,1991,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,44.51,39.21,17.55,984951.11,978167.89,2185411.00,Indexed/Origination Proxy,4.24,10.36,90457.46,780.95,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,104,N,0.00,0.00,Monthly,Monthly,450k-500k,10-20,30-40,40-50,4.0-4.5,10-15,1990-2000
GL2026_002973,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-04-28,475715.51,458864.90,Annuity,N,3.51,Fixed,107,107,21,244,265,2,2,House,Limburg,NL423,2006,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,62.42,56.54,51.43,762120.33,811575.70,892212.52,Indexed/Origination Proxy,4.24,19.21,108222.85,1732.47,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,141,Y,0.27,1226.32,Monthly,Monthly,550k-600k,50-60,50-60,60-70,4.0-4.5,15-20,2005-2010
GL2026_002974,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2048-10-28,366690.54,300588.43,Linear,N,3.83,Fixed,213,213,9,274,286,1,2,House,Flevoland,NL230,2020,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,92.98,54.69,41.95,394375.72,549622.29,716539.76,Indexed/Origination Proxy,2.98,17.83,100868.60,1498.74,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2026,7,N,0.00,0.00,Monthly,Monthly,350k-400k,40-50,50-60,90-100,2.5-3.0,15-20,2020-2021
GL2026_002975,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2050-07-28,431757.40,415507.25,InterestOnly,Y,1.31,Fixed,99,99,64,295,359,3,2,Apartment,Zuid-Holland,NL362,2007,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,104.76,88.64,37.88,412139.56,468758.18,1096904.04,Indexed/Origination Proxy,4.02,22.43,103360.01,1931.97,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,152,N,0.00,0.00,Monthly,Monthly,500k-550k,80-90,30-40,50-60,4.0-4.5,20-25,2005-2010
GL2026_002976,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2051-08-28,312194.91,267317.50,Annuity,N,3.53,Fixed,84,84,23,308,331,1,2,House,Utrecht,NL350,2004,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,89.08,84.60,62.29,350465.77,315978.13,429149.94,Indexed/Origination Proxy,4.68,11.44,57119.12,544.54,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2025,55,N,0.00,0.00,Monthly,Monthly,300k-350k,80-90,60-70,70-80,4.5-5.0,10-15,2000-2005
GL2026_002977,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2047-01-28,380561.63,366333.10,InterestOnly,Y,2.20,Fixed,196,196,142,253,360,2,2,House,Utrecht,NL350,2012,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,80.59,65.21,12.65,472219.42,561774.42,2895913.83,Indexed/Origination Proxy,4.94,5.08,74156.50,313.93,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2022,20,N,0.00,0.00,Monthly,Monthly,450k-500k,60-70,10-20,80-90,4.5-5.0,5-10,2010-2015
GL2026_002978,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2049-02-28,303202.32,263286.11,Annuity,N,2.72,Fixed,74,74,46,278,324,3,2,House,Flevoland,NL230,1982,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,Y,NHG,90.10,85.59,50.09,336517.56,307613.17,525626.09,Indexed/Origination Proxy,2.56,23.80,102846.14,2039.78,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,142,N,0.00,0.00,Monthly,Monthly,300k-350k,50-60,70-80,70-80,2.5-3.0,20-25,1980-1990
GL2026_002979,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2046-05-28,286845.87,267369.75,Annuity,N,3.37,Fixed,12,12,30,245,275,2,2,House,Noord-Holland,NL328,1990,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,50.69,21.78,11.07,565882.56,1227592.98,2415264.23,Indexed/Origination Proxy,4.74,3.37,56407.12,158.41,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,94,Y,0.18,476.36,Monthly,Monthly,300k-350k,10-20,20-30,50-60,4.5-5.0,<5,1990-2000
GL2026_002980,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2020,2050-02-28,119761.99,100615.66,Annuity,N,2.79,Fixed,195,195,73,290,360,2,1,House,Limburg,NL422,1984,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,106.00,97.54,44.47,112983.01,103153.23,226255.14,Indexed/Origination Proxy,3.84,16.70,26201.99,364.64,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,129,N,0.00,0.00,Monthly,Monthly,100k-150k,90-100,40-50,20-30,3.5-4.0,15-20,1980-1990
GL2026_002981,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-10-28,229512.72,212490.48,Annuity,N,4.22,Fixed,108,108,8,250,262,2,2,House,Zuid-Holland,NL362,2021,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,106.00,89.10,34.86,216521.43,238485.39,609553.87,Indexed/Origination Proxy,0.92,17.46,230967.91,3360.58,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,123,N,0.00,0.00,Monthly,Monthly,250k-300k,80-90,30-40,30-40,0.5-1.0,15-20,2021-2022
GL2026_002982,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2046-09-28,366842.14,323696.12,Annuity,N,2.94,Fixed,99,99,48,249,297,2,2,House,Overijssel,NL212,1986,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,51.64,40.22,35.76,710383.69,804813.82,905190.49,Indexed/Origination Proxy,3.71,15.61,87249.63,1134.97,Performing,0.00,0,N,Non-defaulted,N,N,N,A+,2023,52,N,0.00,0.00,Monthly,Monthly,400k-450k,30-40,40-50,50-60,3.5-4.0,15-20,1980-1990
GL2026_002983,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2015,2048-01-28,254888.42,227063.86,Annuity,N,3.63,Fixed,108,108,137,265,360,2,1,Apartment,Utrecht,NL350,2014,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,78.51,59.96,0.56,324657.27,378692.23,40547117.86,Indexed/Origination Proxy,2.81,7.43,80805.64,500.32,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2025,22,N,0.00,0.00,Monthly,Monthly,250k-300k,<10,50-60,20-30,2.5-3.0,5-10,2010-2015
GL2026_002984,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2041-07-28,87997.87,82825.49,InterestOnly,Y,3.49,Fixed,94,94,37,187,224,2,2,Apartment,Noord-Holland,NL321,1984,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,66.87,62.52,51.24,131595.44,132478.39,161642.25,Indexed/Origination Proxy,2.10,15.03,39440.71,493.99,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2022,15,N,0.00,0.00,Monthly,Monthly,100k-150k,60-70,50-60,50-60,2.0-2.5,15-20,1980-1990
GL2026_002985,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2046-05-28,309677.01,276625.32,Annuity,N,4.56,Fixed,200,200,10,245,257,2,2,House,Overijssel,NL213,1985,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,88.75,55.81,43.24,348931.84,495655.47,639744.03,Indexed/Origination Proxy,5.82,24.29,47530.12,962.09,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,146,N,0.00,0.00,Monthly,Monthly,350k-400k,50-60,40-50,80-90,5.5-6.0,20-25,1980-1990
GL2026_002986,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2042-06-28,547931.78,490074.28,Annuity,N,4.40,Fixed,92,92,37,198,235,1,2,Apartment,Flevoland,NL230,2003,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,64.56,56.72,26.16,848717.13,864023.77,1873372.63,Indexed/Origination Proxy,2.42,26.38,202510.03,4451.85,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,115,N,0.00,0.00,Monthly,Monthly,600k-650k,50-60,20-30,60-70,2.0-2.5,25-30,2000-2005
GL2026_002987,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2022,2048-08-28,196250.22,181872.84,Annuity,N,3.21,Fixed,72,72,54,272,326,1,1,Apartment,Limburg,NL422,1964,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,89.53,70.30,38.72,219200.51,258709.59,469712.91,Indexed/Origination Proxy,3.92,23.74,46396.13,917.87,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2023,95,N,0.00,0.00,Monthly,Monthly,200k-250k,70-80,30-40,80-90,3.5-4.0,20-25,1960-1970
GL2026_002988,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2023,2047-05-28,421620.98,398088.61,InterestOnly,Y,3.52,Fixed,36,36,43,257,300,1,2,House,Zuid-Holland,NL364,1929,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,Y,NHG,95.09,79.78,31.21,443391.50,498982.97,1275516.21,Indexed/Origination Proxy,1.60,11.22,248805.38,2326.33,Performing,0.00,0,N,Non-defaulted,N,N,N,A++++,2025,-75,N,0.00,0.00,Monthly,Monthly,500k-550k,70-80,30-40,40-50,1.5-2.0,10-15,1920-1930
GL2026_002989,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2048-12-28,235554.24,201261.29,Annuity,N,3.06,Fixed,164,164,20,264,284,2,2,Apartment,Noord-Holland,NL327,1994,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,88.59,87.95,40.16,265892.58,228836.03,501148.63,Indexed/Origination Proxy,3.91,19.33,51473.48,829.15,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2024,31,N,0.00,0.00,Monthly,Monthly,250k-300k,80-90,40-50,80-90,3.5-4.0,15-20,1990-2000
GL2026_002990,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2047-06-28,241683.76,224578.66,Annuity,N,4.25,Fixed,78,78,18,258,276,2,1,House,Noord-Brabant,NL414,2006,OwnerOccupied,OwnerOccupied,Other,N,Consumer,Purchase/Refinance,N,N,None,98.62,41.81,25.58,245065.67,537141.02,877946.29,Indexed/Origination Proxy,5.76,6.00,38989.35,194.95,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,113,N,0.00,0.00,Monthly,Monthly,250k-300k,20-30,40-50,90-100,5.5-6.0,5-10,2005-2010
GL2026_002991,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2014,2050-08-28,321991.89,315048.92,Annuity,N,3.53,Fixed,16,16,144,296,360,1,2,Apartment,Zuid-Holland,NL362,1995,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,81.84,68.09,48.64,393440.73,462694.85,647715.71,Indexed/Origination Proxy,2.84,18.20,110932.72,1682.48,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2025,4,N,0.00,0.00,Monthly,Monthly,400k-450k,60-70,40-50,40-50,2.5-3.0,15-20,1990-2000
GL2026_002992,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2025,2048-06-28,330983.48,324789.06,InterestOnly,Y,3.13,Fixed,93,93,22,270,292,1,1,House,Overijssel,NL213,2008,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,61.57,55.23,20.20,537572.65,588066.38,1607866.63,Indexed/Origination Proxy,3.17,0.71,102457.12,60.62,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2026,110,N,0.00,0.00,Monthly,Monthly,400k-450k,20-30,50-60,40-50,3.0-3.5,<5,2005-2010
GL2026_002993,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2021,2049-11-28,250277.66,209185.11,Annuity,N,1.26,Fixed,58,58,61,287,348,1,2,House,Utrecht,NL350,1975,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,95.23,80.06,22.70,262813.88,261285.42,921520.31,Indexed/Origination Proxy,2.56,6.37,81712.93,433.76,Performing,0.00,0,N,Non-defaulted,N,N,N,A+++,2021,29,N,0.00,0.00,Monthly,Monthly,250k-300k,20-30,80-90,90-100,2.5-3.0,5-10,1970-1980
GL2026_002994,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2016,2047-01-28,426329.14,393280.79,Annuity,N,2.49,Fixed,45,45,119,253,360,2,2,Apartment,Flevoland,NL230,1990,OwnerOccupied,OwnerOccupied,SelfEmployed,Y,Consumer,Purchase/Refinance,N,N,None,106.00,80.40,31.45,402197.30,489155.21,1250495.36,Indexed/Origination Proxy,5.12,24.97,76812.65,1598.34,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2025,127,N,0.00,0.00,Monthly,Monthly,500k-550k,30-40,80-90,20-30,5.0-5.5,20-25,1990-2000
GL2026_002995,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2017,2046-03-28,187209.79,175058.67,InterestOnly,Y,2.88,Fixed,108,108,111,243,354,2,1,House,Zuid-Holland,NL361,2007,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,85.38,62.08,0.11,219266.56,281988.84,159144245.45,Indexed/Origination Proxy,4.93,20.28,35508.86,600.10,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2025,31,N,0.00,0.00,Monthly,Monthly,200k-250k,60-70,<10,80-90,4.5-5.0,20-25,2005-2010
GL2026_002996,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2024,2048-01-28,108301.09,94092.61,Annuity,N,3.02,Fixed,59,59,33,265,298,3,2,House,Zuid-Holland,NL365,2022,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,78.65,73.24,63.76,137700.05,128471.61,147573.10,Indexed/Origination Proxy,2.84,22.94,33131.20,633.36,Performing,0.00,0,N,Non-defaulted,N,N,N,A++,2026,46,N,0.00,0.00,Monthly,Monthly,100k-150k,60-70,70-80,60-70,2.5-3.0,20-25,2022-2023
GL2026_002997,Green Lion 2026-1 B.V.,3TK20IVIUJ8J3ZU0QE75N202601,2026-03-31,2026-02-03,ING,ING,EUR,NL,2020,2046-03-28,205154.89,194511.15,Annuity,N,2.04,Fixed,99,99,70,243,313,3,2,House,Noord-Brabant,NL415,2004,OwnerOccupied,OwnerOccupied,Employed,N,Consumer,Purchase/Refinance,N,N,None,99.59,89.61,43.10,205999.49,217064.11,451301.97,Indexed/Origination Proxy,3.34,19.03,58236.87,923.54,Performing,0.00,0,N,Non-defaulted,N,N,N,A,2022,104,N,0.00,0.00,Monthly,Monthly,250k-300k,40-50,80-90,60-70,3.0-3.5,15-20,2000-2005
